municipality,start_date,station,railway,branch
"SãoPaulo,SP",1914,SÃOPAULO-NOVA,SorocabanaRailway(1914-1919)E.F.Sorocabana(1919-1930),Linha-troncokm 0 (1925)
"SãoPedro,SP",04.06.1893,SÃOPEDRO,Cia.UniãoSorocabanaeYtuana(1892-1907)SorocabanaRailway(1907-1919)E.F.Sorocabana(1919-1966),"Ramal de Piracicaba- km 295,538"
"SãoRoque,SP",1928,SÃOROQUE,E.F.Sorocabana(1929-1971)FEPASA(1971-1998),"Linha-troncokm 63,338 (1934)"
"SãoRoque,SP",10.07.1875,SÃOROQUE-VELHA,E.F.Sorocabana(1875-1892)Cia.UniãoSorocabanaeYtuana(1892-1907)SorocabanaRailway(1907-1919)E.F.Sorocabana(1919-1929),"Linha-tronco originalkm 64,998"
"SãoSebastiãodoParaizo,MG",15.05.1911,SÃOSEBASTIÃODOPARAÍSO,E.F.SãoPaulo-Minas(1911-1971)FEPASA(1971-c.1990),"Linha-tronco originalkm 136,612             (1960)"
"Jacareí,SP",22.01.1913,SÃOSILVESTRE,E.F.CentraldoBrasil(1913-1975)RFFSA(1975-1996),"Ramal de São Paulokm             421,361"
"SãoSimão,SP",16.08.1882,SÃOSIMÃO,Cia.MogianadeEstradasdeFerro(1882-1971),"Linha-tronco originalkm 255,063             (1938)"
"SãoSimão,SP",25.02.1971,SÃOSIMÃO-NOVA,Cia.MogianadeEstradasdeFerro(1971)FEPASA(1971-1998),"Variante Tambaú-Bento Quirinokm 234,541 (1986)"
"SãoSimão,SP",n/d,SÃOSIMÃO-VFSS,ViaçãoFerreadeSãoSimão(1882-1910),Tronco km 0
"SãoVicente,SP",22.12.1913,SÃOVICENTE,SouthernSãoPauloRailway(1913-1927)E.F.Sorocabana(1927-1971)FEPASA(1971-1998),"Mairinque-Santoskm 120,834 (1960)"
"ParaguassuPaulista,SP",23.03.1916,SAPEZAL(antigaCARAMURU),SorocabanaRailway(1916-1919)E.F.Sorocabana(1919-1971)FEPASA(1971-1998),"Linha-tronco originalkm 668,563             (1924); km 655,536 (1931) (*); km 607,603 (1960) (**)"
"Jacutinga,MG",01.07.1898,SAPUCAÍ,Cia.MogianadeEstradasdeFerro(1898-1971)FEPASA(1971-1990)etambémV.F.Sapucaí(1898-1910)RedeSul-Mineira(1910-1931)RedeMineiradeViação(1931-1965)V.F.Centro-Oeste(1965-1975)RFFSA(1975-1986),"Ramal de Itapirakm 51,819 (1938);Ramal de Sapucaíkm 357,341 (1960)"
"Sarutaiá,SP",15.08.1915,SARUTAIÁ,TramwayElétricoMunicipaldePiraju(1915-c.1934),Linha de Sarutaiákm 25 (1932)
"SãoPaulo,SP",c.1890?,SAÚDE,Cia.CarrisdeFerrodeSantoAmaro(1886-1900)LightandPower(1900-c.1905),Tronco- km
"SãoPaulo,SP",1961,SEARS(PARADA),E.F.Sorocabana(1961-1971)FEPASA(1971-1976),Ramal de Jurubatuba km
"SãoPaulo,SP",29.08.1886?,SEGUNDAPARADA,E.F.doNorte(1886?-1896)E.F.CentraldoBrasil(1896-anos1920),"Ramal de São Paulokm             496,450*"
"SerraAzul,SP",25.09.1898,SERRAAZUL,Cia.MelhoramentosdeSãoSimão(1893-1894)Cia.ViaçãoFerreadeSãoSimão(1897-1901)E.F.SãoSimão(1901-1906)E.F.SãoPaulo-Minas(1906-1968),"Linha-troncokm 22,165 (1938)"
"Botucatu,SP",1920,SERRAD'ÁGUA(antigaAMÉRICODECAMPOS),E.F.Sorocabana(1920-1953),"Linha-tronco originalkm 323,535             (1924); km 311,499 (1931) (*)"
"SerraNegra,SP",28.03.1892,SERRANEGRA,Cia.MogianadeEstradasdeFerro(1892-1956),"Ramal de Serra Negrakm 40,108"
"Serrana,SP",07.06.1914,SERRANA(antigaSERRINHA),Cia.MogianadeEstradasdeFerro(1914-1956),"Ramal de Cravinhoskm 28,399"
"Miracatu,SP",1930,SERRINHA,E.F.Sorocabana(1930-1971)FEPASA(1971-1998),"Ramal de Juquiákm 243,872 (1986)"
"Itararé,SP",,SERRINHA,FEPASA(1976-1998),"Ramal de             Pinhalzinho km 395,635"
"Sertãozinho,SP",01.08.1899,SERTÃOZINHO,Cia.MogianadeEstradasdeFerro(1899-1971)FEPASA(1971-1998),"Ramal de Sertãozinhokm 23,567             (1937)"
"CasaBranca,SP",14.01.1878,SERTÃOZINHO(TRONCOCM),Cia.MogianadeEstradasdeFerro(1878-1887?),Linha-troncokm ?
"Sertãozinho,SP",08.1992,SERTÃOZINHO-NOVA,Fepasa(1992-1998),Ramal de Sertãozinho- km
"Campinas,SP",01.08.1914,SETEQUEDAS,E.F.Sorocabana(1914-1971)Fepasa(1971-1979),"Ramal de Campinas km 169,495"
"Severínia,SP",10.1918,SEVERÍNIA(antigaLUIZBARRETO),Cia.FerroviáriaSãoPaulo-Goiaz(1918-1950)Cia.PaulistadeEstradasdeFerro(1950-1969),"Ramal de Nova Granadakm 55,005"
"Matão,SP",02.02.1901,SILVÂNIA(antigaSANTAJOSEFA),E.F.Araraquara(1901-1971)FEPASA(1971-1998),"Linha-troncokm 31,899 (1938)"
"RibeirãoPreto,SP",30.03.1913,SILVEIRADOVAL,Cia.MogianadeEstradasdeFerro(1913-1971)FEPASA(1971-1979),"Ramal de Jataí km 111,087"
"Votuporanga,SP",03.10.1947,SIMONSEN,E.F.Araraquara(1947-1971)FEPASA(1971-1998),"Linha-tronco- km 291,640 (1986)"
"Socorro,SP",21.04.1909,SOCORRO,Cia.MogianadeEstradasdeFerro(1909-1966),"Ramal de Socorrokm 32,137"
"SãoPaulo,SP",04.05.2000,SOCORRO-NOVA,CPTM(2000-),"Ramal de Jurubatuba km 19,337"
"SãoPaulo,SP",11.11.1960,SOCORRO(ORIGINAL),E.F.Sorocabana(1960-1971)FEPASA(1971-1976),Ramal de             Jurubatuba- km
"Taquaritinga,SP",08.07.1931,SÓCRATESDEANDRADE(antigaPOSTOC),E.F.Araraquara(1931-c.1955),"Linha-tronco original km 89,060"
"SantaCruzdoRioPardo,SP",06.04.1908,SODRÉLIA(antigaFRANCISCOSODRÉ),SorocabanaRailway(1908-1919)E.F.Sorocabana(1919-1966),"Ramal de S.C.R. Pardokm 473,623             (1924); 461,586 (1931); km 413,653 (1960)"
"PraiaGrande,SP",20.12.1944,SOLEMAR,E.F.Sorocabana(1944-1971)FEPASA(1971-1998),"Ramal de Juquiá- km 123,731 (1960)"
"Sorocaba,SP",10.07.1875,SOROCABA,E.F.Sorocabana(1875-1892)Cia.UniãoSorocabanaeYtuana(1892-1907)SorocabanaRailway(1907-1919)E.F.Sorocabana(1919-1971)FEPASA(1971-1998),"Linha-troncokm 104,702 (1934)"
"OndaVerde,SP",02.1941,SOTERO,Cia.FerroviáriaSãoPaulo-Goiaz(1941-1950)Cia.PaulistadeEstradasdeFerro(1950-1969),"Linha-tronco             SPG- km 122,127"
"Leme,SP",01.10.1896,SOUZAQUEIROZ,Cia.PaulistadeEstradasdeFerro(1896-1971)FEPASA(1971-1997),"Linha-tronco originalkm 171,950"
"Campinas,SP",15.12.1892,SOUZAS(antigaARRAIALDOSSOUZAS),"RamalFérreoCampineiro(1893-1912)Cia.CampineiradeTração,LuzeForça(1912-1950)Cia.PaulistadeForçaeLuz(1950-1952)E.F.Sorocabana(1952-1960)","Linha-troncokm 14,925 (1921); km 15 (1938)"
"Palmital,SP",02.10.1947,SPANIER,E.F.Sorocabana(1947-1971)FEPASA(1971-1998),"Linha-tronco km 517,067 (1960)"
"Itanhaém,SP",01.04.1930,SUARÃO,E.F.Sorocabana(1930-1971)FEPASA(1971-1998),"Ramal de Juquiákm 145,342             (1986)"
"SãoSimão,SP",01.06.1899,SUCURI,Cia.MogianadeEstradasdeFerro(1899-1971),"Linha-tronco original- km 246,471"
"Altair,SP",15.10.1934,SUINANA,Cia.FerroviáriaSãoPaulo-Goiaz(1934-1950)Cia.PaulistadeEstradasdeFerro(1950-1969),"Linha-tronco SPGkm 115,918Ramal de Nova Granadakm 115,918"
"Sumaré,SP",27.08.1875,SUMARÉ(antigaREBOUÇAS),Cia.PaulistadeEstradasdeFerro(1875-1971)FEPASA(1971-1998),"Linha-troncokm 69,615 (1958)"
"Palmital,SP",12.02.1914,SUSSUÍ,SorocabanaRailway(1914-1919)E.F.Sorocabana(1919-1971)FEPASA(1971-1998),"Linha-tronco- km 596,183 (1924); 573,266             (1934); 525,333 (1960) (*)"
"Suzano,SP",06.11.1875,SUZANO(antigaPIEDADEeGUAYÓ),E.F.doNorte(1890-1896)E.F.CentraldoBrasil(1896-1975)RFFSA(1975-1992)CPTM(1992-),"Ramal de São Paulokm             462,548"
"MonteAlto,SP",29.12.1920 e/ou 29.01.1921,TABARANA,E.F.MonteAlto(1920-1956),Linha-troncokm 24
"Tabatinga,SP",15.01.1909,TABATINGA(antigaSÃOJOÃODASTRÊSBARRAS),Cia.E.F.Dourado(1909-1949)Cia.PaulistadeEstradasdeFerro(1949-1969),"Tronco CEFDkm 102,410 (1929)Ramal de Ribeirão Bonitokm 128,901"
"BragançaPaulista,SP",15.08.1884,TABOÃO(antigaBRAGANÇA),E.F.Bragantina(1884-1967),"Linha-troncokm 51,475 (1938)"
"Bariri,SP",01.11.1911,TABOCA,C.E.F.doDourado(1911-1949)Cia.PaulistadeEstradasdeFerro(1949-1966),"Ramal de Bariri km 66,540 (1929)"
"Torrinha,SP",1929,TABULEIRO,Cia.PaulistadeEstradasdeFerro(1929-1971)FEPASA(1971-1998),"Ramal de Jaú km 59,876Linha-tronco oeste km 234,246"
"Torrinha,SP",01.07.1901,TABULEIRO-VELHA,Cia.PaulistadeEstradasdeFerro(1901-1929),"Ramal de Jaú km 59,876"
"Taiuva,SP",29.12.1902,TAIUVA,Cia.PaulistadeEstradasdeFerro(1902-1966),"Ramal de Jaboticabalkm 93,144             (1959)"
"ÁguasdaPrata,SP",24.11.1930,TAJÁ,Cia.MogianadeEstradasdeFerro(1930-1969),Ramal de Caldaskm 178.393 (1960)
"RibeirãoBonito,SP",16.06.1920,TAMANDUÁ,Cia.PaulistadeEstradasdeFerro(1920-c.1955),Ramal de Ribeirão Bonito km
"SãoPaulo,SP",25.12.1918,TAMANDUATEÍ-CANTAREIRA,Cia.Cantareira(1918-1941)E.F.Sorocabana(1941-1964),Linha-troncokm 0
"SãoPaulo,SP",1902?,MERCADO,Cia.Cantareira(1902-1918),Linha-troncokm 0
"SãoPaulo,SP",25.10.1947,TAMANDUATEÍ(antigaPARADAVEMAG),E.F.Santos-Jundiaí(1947-1994)CPTM(1994-),"Linha-troncokm 70,000 (1985)"
"SãoPaulo,SP",21.09.2010,TAMANDUATEÍ-NOVA,CPTM(2010-),"Linha-troncokm 70,000"
"SãoSimão,SP",26.07.1898,TAMANDUAZINHO,V.F.SãoSimão(1898-1902)E.F.SãoPaulo-Minas(1902-1968),Linha-tronco originalkm 13
"Tambaú,SP",08.10.1887,TAMBAÚ,Cia.MogianadeEstradasdeFerro(1887-1959),"Linha-tronco originalkm 206,046"
"Tambaú,SP",28.12.1959,TAMBAÚ-NOVA,Cia.MogianadeEstradasdeFerro(1959-1971)FEPASA(1971-1998),"Variante Tambaú-Bento Quirino            km 194,394 (1986)"
"Ibaté,SP",20.08.1909,TAMOIO,Cia.PaulistadeEstradasdeFerro(1909-1971)FEPASA(1971-1998),"Linha-troncokm 227,801 (1958)"
"Tanabi,SP",01.07.1959,TANABI,E.F.Araraquara(1959-1971)FEPASA(1971-1998),"Linha-troncokm 252,640 (1986)"
"Peruíbe,SP",17.05.1941,TANINGUÁ,E.F.Sorocabana(1941-1971)FEPASA(1971-1998),"Ramal de Juquiá km 165,260 (1986)"
"Atibaia,SP",15.08.1884,TANQUE,E.F.Bragantina(1884-1967),"Linha-troncokm 39,586 (1938)"
"Campinas,SP",03.05.1875,TANQUINHO,Cia.MogianadeEstradasdeFerro(1875-1926),Linha-tronco originalkm 20
"Campinas,SP",12.10.1926,TANQUINHO-NOVA,Cia.MogianadeEstradasdeFerro(1926-1971)FEPASA(1971-1977)V.F.Campinas-Jaguariúna(1977-),"Variante Guanabara-Guedeskm 19,751"
"Itatiba,SP",n/d,TAPERAGRANDE,E.F.Itatibense(1889-1952),Linha-troncokm 7
"Agudos,SP",07.09.1904,TAPERÃO,Cia.PaulistadeEstradasdeFerro(1904-1966),"Ramal de Agudos original km 98,112"
"Conchas,SP",15.03.1927,TAPIJARA(antigaLARACAMPOS),E.F.Sorocabana(1927-1952),"Linha-tronco- km 230,496"
"SantaLúcia,SP",18.09.1910,TAPUIA,Cia.PaulistadeEstradasdeFerro(1910-1971)FEPASA(1971-1998),"Linha-tronco- km 281,013 (1958)"
"Piracicaba,SP",29.07.1922,TAQUARAL,Cia.PaulistadeEstradasdeFerro(1922-1971)FEPASA(1971-1998),"Ramal de Piracicabakm 114,645"
"Taquaritinga,SP",07.12.1901,TAQUARITINGA(antigaRIBEIRÃOZINHO),E.F.Araraquara(1901-1955),"Linha-tronco originalkm 82,446"
"Taquaritinga,SP",22.01.1955,TAQUARITINGA-NOVA,E.F.Araraquara(1955-1971)FEPASA(1971-1998),"Linha-tronco novakm 75,116 (1960)"
"Tarabaí,SP",29.09.1958,TARABAÍ,E.F.Sorocabana(1958-1971)FEPASA(1971-c.1988),"Ramal de Dourados- km 755,166 (1986)"
"Limeira,SP(vejaobairro)",30.06.1876,TATU,Cia.PaulistadeEstradasdeFerro(1875-1971)FEPASA(1971-1998),"Linha-troncokm 93,794 (1958)"
"SãoPaulo,SP",05.11.1981,TATUAPÉ,RFFSA(1981-1992)CPTM(1992-),Ramal de São Paulo- km
"LuizAntonio,SP",13.06.1911,TATUCA,Cia.MogianadeEstradasdeFerro(1911-1961),"Ramal de Jataí km 39,740 (1938)"
"Tatuí,SP",11.07.1889,TATUÍ,E.F.Sorocabana(1889-1892)Cia.UniãoSorocabanaeYtuana(1892-1907)SorocabanaRailway(1907-1919)E.F.Sorocabana(1919-1971)FEPASA(1971-1998)ALL(1998-c.2013),"Ramal de Itararékm 158,407 (1934)"
"Taubaté,SP",27.12.1876,TAUBATÉ,E.F.doNorte(1876-1890)E.F.CentraldoBrasil(1890-1975)REFESA(1975-1998),"Ramal de São Paulokm             336,713 (1928)"
"TeodoroSampaio,SP",01.08.1961,TEODOROSAMPAIO,E.F.Sorocabana(1960-1971)FEPASA(1971-c.1988),"Ramal de Dourados- km 833,016 (1986)"
"SãoPaulo,SP",29.08.1886?,TERCEIRAPARADA,E.F.doNorte(1886?-1892)E.F.CentraldoBrasil(1892-c.1928),"Ramal de São Paulo- km             496,109*"
"TerraRoxa,SP",09.1918,TERRAROXA,E.F.SãoPaulo-Goiaz(1918-1927)Cia.PaulistadeEstradasdeFerro(1927-1966),"Ramal de Terra Roxa km 32,180"
,n/d,TERRAÇO,E.F.VillaCostina(anos1890?-anos1920),E. F. de Villa Costina- km
"Bauru,SP",27.09.1906,TIBIRIÇÁ(antigaPRESIDENTETIBIRIÇÁ),E.F.NoroestedoBrasil(1906-1975)RFFSA(1975-1996),"Linha-troncokm 24,720 (1938); km 21,270 (1949); km 20,995 (1960)"
"Cravinhos,SP",15.06.1892,TIBIRIÇÁ,Cia.MogianadeEstradasdeFerro(1892-1964),"Linha-tronco originalkm 279,054"
"SãoJosédoBarreiro,SP",n/d,TIBIRIÇÁ,E.F.Resende-Bocaina(c.1890-1928),tronco- km
"EliasFausto,SP",1907,TIBÚRCIO,E.F.Sorocabana(1905-1971)FEPASA(1971-c.1991),"Ramal de Piracicabakm 180,021"
"Tietê,SP",31.12.1882,TIETÊ,E.F.Sorocabana(1882-1892)Cia.UniãoSorocabanaeYtuana(1892-1907)SorocabanaRailway(1907-1919)E.F.Sorocabana(1919-1962),"Ramal de Tietêkm 173,203             (1931)"
"Miracatu,SP",n/d,TIJUCOPRETO,E.F.Sorocabana(n/d-1971)FEPASA(1971-1998),"Ramal de Juquiá km 330,380 (1953)"
"Rincão,SP",28.11.1912,TIMBIRA,Cia.PaulistadeEstradasdeFerro(1912-1969),"Ramal de Jaboticabal-km 6,281 (1959)"
"PereiraBarreto,SP",22.09.1927,TIMBORÉ,E.F.NoroestedoBrasil(1927-1941),"Linha-tronco originalkm 419,080 (1938)"
"SãoManuel,SP",05.03.1897,TOLEDO,Cia.UniãoSorocabanaeYtuana(1897-1907)SorocabanaRailway(1907-1919)E.F.Sorocabana(1919-1971)FEPASA(1971-1998),"Ramal de Baurukm 328,513 (1924);             km 316,630 (1934); km 288,354 (1960) (*)"
"Pirajuí,SP",01.06.1909,TOLEDOPIZA,E.F.NoroestedoBrasil(1909-1970?),"Linha-troncokm 82,158 (1938); km 80,587 (1949); 80,285 (1960)"
"Matão,SP",08.01.1911,TORIBA,E.F.Araraquara(1911-1966),"Ramal de Tabatinga- km 5,712 (1938)"
"CamposdoJordão,SP",1965,TORIBA,E.F.CamposdoJordão(1965-2014),Linha-tronco km
"Guarulhos,SP",24.05.1931,TORRESTIBAGI,Cia.Cantareira(1931-1941)E.F.Sorocabana(1941-1965),"Ramal de Guarulhoskm 14,450             (1960)"
"Torrinha,SP",07.09.1886,TORRINHA(antigaSANTAMARIA),Cia.Rio-Clarense(1886-1888)RioClaroRailway(1888-1892)Cia.PaulistadeEstradasdeFerro(1892-1971)FEPASA(1971-1998),"Ramal de Jaúkm 53,528Linha-tronco oestekm 227,898"
"Trabiju,SP",09.05.1903,TRABIJU,C.E.F.doDourado(1903-1949)Cia.PaulistadeEstradasdeFerro(1949-1969),"Tronco CEFDkm 33,995 (1929) (*ver texto             abaixo)"
"SãoPaulo,SP",1960,TRAIÇÃO(PARADA),E.F.Sorocabana(1960-1971)FEPASA(1971-1976),Ramal de Jurubatuba km
"Tremembé,SP",26.07.1914,TREMEMBÉ,E.F.CentraldoBrasil(1914-1951),"Ramal de São Paulokm             336,713 (1928)"
"SãoPaulo,SP",c.1895,TREMEMBÉ-Cantareira(tambémTREMEMBEÍ),Cia.Cantareira(c.1895-1941)E.F.Sorocabana(1941-1964),"Linha-troncokm 9,894 (1960)"
"Bananal,SP",13.10.1888,TRÊSBARRAS,E.F.Bananal(1888-1918)E.F.CentraldoBrasil(1918-1931)E.F.OestedeMinas(1931)E.F.CentraldoBrasil(1931-1964),"E. F. Bananalkm 177,524 (1960)"
"TrêsFronteiras,SP",18.10.1952,TRÊSFRONTEIRAS,E.F.Araraquara(1952-1971)FEPASA(1971-1998),"Linha-troncokm 414,209 (1960)"
"Amparo,SP",02.03.1890,TRÊSPONTES,Cia.MogianadeEstradasdeFerro(1890-1966),"Ramal de Amparokm 37,459"
"Botucatu,SP",1888,TREZEDEMAIO,Cia.Ytuana(1888-1892)Cia.UniãoSorocabanaeYtuana(1892-1907)SorocabanaRailway(1907-1919)E.F.Sorocabana(1919-1954),"Ramal de Porto Martinskm 306,132             (1924); km 294,391 (1931)"
"Bauru,SP",19.06.1937,TRIAGEM,Cia.PaulistadeEstradasdeFerro(1937-1971)FEPASA(1971-1998)Ferroban(1998-2001),"ramal de BaurukmLinha-tronco oestekm 336,553"
"SãoPaulo,SP",01.12.1913,TUCURUVI,Cia.Cantareira(1913-1941)E.F.Sorocabana(1941-1965),"Ramal de Guarulhoskm 7,567 (1960)"
"Mogi-Mirim,SP",10.11.1911,TUJUCUÊ,Cia.MogianadeEstradasdeFerro(1911-1961),"Linha-tronco originalkm 67,903"
"Conchal,SP",20.11.1913,TUJUGUABA,Cia.CarrilFunilense(1913-1921)E.F.Sorocabana(1921-1957),"Ramal de Pádua Salles km 263,592"
"Tupã,SP",15.11.1941,TUPÃ,Cia.PaulistadeEstradasdeFerro(1941-1971)FEPASA(1971-1998),"tronco oestekm 541,811 (1957)"
"Piracicaba,SP",29.07.1922,TUPI,Cia.PaulistadeEstradasdeFerro(1922-1971)FEPASA(1971-1998),"Ramal de Piracicabakm 105,750"
"SãoCarlos,SP",01.09.1902,TUPI,Cia.PaulistadeEstradasdeFerro(1902-1916),Linha-tronco métricakm ?
"CampoLimpoPaulista,SP",20.07.1891,TÚNEL,SãoPauloRailway(1891-1946)E.F.Santos-Jundiaí(1946-n/d),"Linha-troncokm 121,200 (1935)"
"Araraquara,SP",01.01.1914,TUTÓIA,E.F.Araraquara(1914-1971)FEPASA(1971-1998),"Linha-troncokm 6,858"
"Itirapina,SP",20.01.1917,UBÁ,Cia.PaulistadeEstradasdeFerro(1917-1971)FEPASA(1971-1980),"Linha-troncokm 168,520 (1958)"
,20.11.1911,"UCHOA(antigaIGNACIOUCHOA)MunicípiosdeRioPreto(1911-1926)InácioUchoa(1926-1938)Uchoa(1938-),SP",E.F.Araraquara(1911-1971)FEPASA(1971-1998),"Linha-troncokm 197,042 (1933)"
"SãoPaulo,SP",25.01.1957,UNIVERSIDADE,E.F.Sorocabana(1957-1971)FEPASA(1971-1979),"Ramal de Jurubatuba km 13,116 (1960)"
"Tupã,SP",01.04.1949,UNIVERSO,Cia.PaulistadeEstradasdeFerro(1947-1971)FEPASA(1971-1998),"tronco oeste km 551,594 (1957)"
"Matão,SP",01.01.1914,UPAREBA,E.F.Araraquara(1914-1916)NorthernRailwayCo.(1916-1919)E.F.Araraquara(1919-1965),"Ramal de             Tabatinga- km 24,202 (1937)"
"Urânia,SP",18.10.1952,URÂNIA(antigaTUPILANDIA),E.F.Araraquara(1952-1971)FEPASA(1971-1998),"Linha-troncokm 386,252 (1960)"
"Penápolis,SP",14.07.1927,URUTÁGUA,E.F.NoroestedoBrasil(1927-1971),"Linha-troncokm 211,050 (1938); km 211,050 (1949);"
"EstivaGerbi,SP",01.02.1911,URUTUBA,Cia.MogianadeEstradasdeFerro(1911-1962),"Linha-tronco original km 98,000"
"Jardinópolis,SP",,URUPÊS,Cia.MogianadeEstradasdeFerro(1919-1962),"Ramal de             Igarapava km 23,389"
"SãoPaulo,SP",29.01.2008,USP-LESTE,CPTM(2008-),Variante de Poákm
"SantoAndré,SP",01.08.1933,UTINGA,SãoPauloRailway(1933-1946)E.F.Santos-Jundiaí(1946-1975)RFFSA/CBTU(1975-1992)CPTM(1992-),"Linha-troncokm 62,870 (1935)"
"RibeirãoPreto,SP",01.05.1928,USINA,E.F.SãoPaulo-Minas(1928-1964),"Ramal de Ribeirão Pretokm 71,512 (1960); km 5,152 (de Ribeirão Preto)"
"Cosmópolis,SP",1899,USINAESTER(antigaFUNIL),Cia.CarrilFunilense(1899-1921)E.F.Sorocabana(1921-1960),"Ramal de Pádua Salleskm 39,620"
"Bauru,SP",01.09.1909,VALDEPALMAS,E.F.NoroestedoBrasil(1909-1975)RFFSA(1975-1996),"Linha-troncokm 9,687 (1938); km 9,370 (1949)"
"ValentimGentil,SP",17.12.1949,VALENTIMGENTIL(antigaJACILÂNDIA),E.F.Araraquara(1949-1971)FEPASA(1971-1998),"Linha-troncokm 315,231 (1960)"
"Valinhos,SP",1913,VALINHOS,Cia.PaulistadeEstradasdeFerro(1913-1971)FEPASA(1971-1998),"Linha-troncokm 30,603 (1958)"
"Valinhos,SP",31.03.1872,VALINHOS-VELHA,Cia.PaulistadeEstradasdeFerro(1872-1913),"Linha-troncokm 30,603 (1958)"
"Valparaíso,SP",01.10.1932,VALPARAÍSO,E.F.NoroestedoBrasil(1932-1975)RFFSA(1975-1996),"Variante de Jupiá- km 62,652             (1938);Linha-tronco- km 353,652 (1949); km 329,607 (1960)"
"Vargem,SP",01.01.1913,VARGEM(antigaBANDEIRANTES),E.F.Bragantina(1913-1967),"Linha-troncokm 76,560 (1938)"
"VargemGrandedoSul,SP",12.06.1909,VARGEMGRANDE,Cia.MogianadeEstradasdeFerro(1909-1961),"Ramal de Vargem Grande- km 19,443"
"SãoPaulo,SP",26.09.1992,VARGINHA,FEPASA(1992-1994)CPTM(1994-2001),"Ramal de Jurubatuba- km 32,939"
"Iperó,SP",1928,VARNHAGEN(antigaIPANEMA),E.F.Sorocabana(1928-1971)FEPASA(1971-1998),"Linha-troncokm 124,111 (1931)"
"VárzeaPaulista,SP",01.07.1891,VÁRZEAPAULISTA(antigaVÁRZEAeSECUNDINOVEIGA),SãoPauloRailway(1891-1975)E.F.Santos-Jundiaí(1975-1992)CPTM(1992-),"Linha-troncokm 133,900 (1935)"
"SantaRitadoPassa-Quatro,SP",01.05.1928,VASSUNUNGA,Cia.PaulistadeEstradasdeFerro(1928-1960),"Ramal de Santa Ritakm 48,458"
"SãoJosédoRioPardo,SP",01.08.1909,VENERANDO,Cia.MogianadeEstradasdeFerro(1909-1966),"Ramal de Mococa km 46,892"
"DoisCórregos,SP(vejaobairro)",1929,VENTANIA,Cia.PaulistadeEstradasdeFerro(1929-1971)FEPASA(1971-1998),"Linha-tronco oeste km 243,325"
"DoisCórregos,SP",07.09.1886,VENTANIA(VELHA),Cia.Rio-Clarense(1886-1888)RioClaroRailway(1888-1892)Cia.PaulistadeEstradasdeFerro(1892-1929),"Ramal de Jaú km 68,955"
"VeraCruz,SP(vejaacidade)",30.12.1928,VERACRUZ,Cia.PaulistadeEstradasdeFerro(1928-1971)FEPASA(1971-1998),"Linha-tronco oeste- km 452,532"
"Itanhaém,SP",30.07.1937,VERDEMAR,E.F.Sorocabana(1937-1971)Fepasa(1971-1998),"Ramal de Juquiá km 142,164 (1986)"
"Cerquilho,SP",28.04.1927,VEREDA,E.F.Sorocabana(1927-1971)FEPASA(1971-1998),"Linha-troncokm 171,635 (1934)"
"Mogi-Mirim,SP",01.12.1932,VERGEL,Cia.MogianadeEstradasdeFerro(1932-1971)FEPASA(1971-1990),"Ramal de Itapirakm 9,820"
"Guatapará,SP",03.05.1914,VILAALBERTINA,Cia.MogianadeEstradasdeFerro(1914-1961),"Ramal de Monteiroskm 5,881 (1937)"
"Mongaguá,SP",01.03.1929,VILAATLÂNTICA,E.F.Sorocabana(1929-1971)FEPASA(1971-1998),"Ramal de Juquiá km 132,899 (1986)"
"Guarulhos,SP",01.12.1916,VILAAUGUSTA,Cia.Cantareira(1916-1941)E.F.Sorocabana(1941-1965),"Ramal de Guarulhos- km 18,222 (1960)"
"SãoPaulo,SP",09.09.2013,VILAAURORA,CPTM(2013-),Linha-troncokm
"PraiaGrande,SP",07.02.1928,VILABALNEÁRIA,E.F.Sorocabana(1928-1971)FEPASA(1971-1998),"Ramal de Juquiákm 30,508 (1934)"
"SãoPaulo,SP",01.09.1955,VILACLARISSE,E.F.Santos-Jundiaí(1955-1994)CPTM(1994-),"Linha-troncokm 93,442 (1960)"
"SãoJosédoRioPardo,SP",1887,VILLACOSTINA,Cia.RamalFérreodoRioPardo(1887-1888)Cia.MogianadeEstradasdeFerro(1888-1971)FEPASA(1971-1992),"Ramal de Mococakm 21,640 (1938)"
"Guarulhos,SP",24.10.1915,VILAGALVÃO,Cia.Cantareira(1915-1941)E.F.Sorocabana(1941-1965),"Ramal de Guarulhoskm 12,500             (1960)"
"SãoPaulo,SP",24.05.2008,JARDIMHELENA-VILAMARA,CPTM(2008-),Variante de Poá- km
"SãoVicente,SP",anos 1960,VILAMARGARIDA,E.F.Sorocabana(anos1960-1971)FEPASA(1971-1996)CPTM(1996-1999),Mairinque-Santoskm
"SãoPaulo,SP",13.12.1885,VILAMARIANA,Cia.CarrisdeFerrodeSantoAmaro(1885-1900)LightandPower(1900-c.1905),Troncokm
"SãoPaulo,SP",15.01.1924,VILAMATILDE,E.F.CentraldoBrasil(1924-1975)RFFSA(1975-1983)CBTU(1983-1992)CPTM(1992-2000),"Ramal de São Paulo- km             489,574 (1928)"
"SãoPaulo,SP",22.03.1925,VILAMAZZEI,Cia.Cantareira(1925-1941)E.F.Sorocabana(1941-1965),"Ramal de Guarulhoskm 9,484 (1960)"
"SãoPaulo,SP",23.03.2001,VILAOLÍMPIA,CPTM(2001-),"Ramal de Jurubatubakm 9,848"
